id_evento,data_publicacao,fonte,titulo,pagina,municipio,localidade,tipo_camada,dimensao_analitica,tipo_relacao_variavel,codigo_variavel,nivel_criticidade,observacao,aproximacao_variavel,nota_analista,cod_loteamento,nivel_confianca_loteamento,papel_no_ciclo,id_caso_pressao,entra_ipst
Monte Sinai — 152 UH e saneamento,2026-04-03,Tribuna Liberal,Construcao de 152 unidades habitacionais para moradores de areas de risco em parceria com a CDHU; en,7,Hortolandia,nao_identificado,CONTEXTO,infraestrutura_urbana,direta,IU_01,alerta,sinal_smids_ext,,Construcao de 152 unidades habitacionais para moradores de areas de risco em parceria com a CDHU; entrega prevista para o segundo semestre de 2026. interface_iu,sem_codigo_monte_sinai,medio,nao_aplicavel,,nao
