cod_familiar;faixa_renda;loteamento;qtd_pessoas;renda_total_declarada;renda_per_capita
7090721809;5 a 10 SM;VILA REAL;4.0;9532;2383.0
8280264833;5 a 10 SM;JARDIM MIRANTE DE SUMARE;5.0;11900;2380.0
7977346788;5 a 10 SM;JARDIM INTERLAGOS;4.0;9496;2374.0
7784020880;5 a 10 SM;JARDIM ADELAIDE;4.0;9436;2359.0
5445245004;5 a 10 SM;JARDIM AMANDA;4.0;9356;2339.0
7946928858;5 a 10 SM;MONTEI SINAI;4.0;9292;2323.0
5666382900;5 a 10 SM;TERRAS SANTO ANTONIO;4.0;9276;2319.0
7102795904;5 a 10 SM;REMANSO CAMPINEIRO;5.0;11510;2302.0
8516618749;5 a 10 SM;JARDIM SANTA CLARA DO LAGO;4.0;9200;2300.0
5661400128;5 a 10 SM;JARDIM TERRAS DE SANTO ANTONIO;4.0;9171;2292.75
8681352598;5 a 10 SM;JARDIM GREEN PARK RESIDENCE;4.0;9168;2292.0
7333211193;5 a 10 SM;JARDIM MINDA;4.0;9152;2288.0
4939518736;5 a 10 SM;JARDIM SAO BENTO;4.0;9136;2284.0
5103360861;5 a 10 SM;JARDIM TERRAS DE SANTO ANTONIO;4.0;9128;2282.0
4903712214;5 a 10 SM;JARDIM NOVO ANGULO;4.0;9115;2278.75
4218526583;5 a 10 SM;JARDIM AMANDA;4.0;9084;2271.0
7842337217;5 a 10 SM;JARDIM NOVA HORTOLANDIA;4.0;9032;2258.0
7854290342;5 a 10 SM;JARDIM CAMPOS VERDES;4.0;9016;2254.0
3243560993;5 a 10 SM;JARDIM NOSSA SENHORA AUXILIADORA;4.0;8990;2247.5
8704332709;5 a 10 SM;PARQUE DO HORTO;4.0;8964;2241.0
8116562843;5 a 10 SM;JARDIM SANTA CLARA DO LAGO;4.0;8956;2239.0
4890520961;5 a 10 SM;JARDIM SANTA LUZIA;4.0;8944;2236.0
7837524314;5 a 10 SM;JARDIM NOSSA SENHORA DE FATIMA;4.0;8944;2236.0
6776405794;5 a 10 SM;VILA DA CONQUISTA;4.0;8916;2229.0
5410296060;5 a 10 SM;ADVENTISTA CAMPINEIRO;4.0;8880;2220.0
7723970587;5 a 10 SM;VILA REAL CONTINUACAO;4.0;8824;2206.0
5596068187;5 a 10 SM;JARDIM DO BOSQUE;4.0;8816;2204.0
8747101385;5 a 10 SM;JARDIM NOSSA SENHORA DE FATIMA;5.0;11000;2200.0
8005289308;5 a 10 SM;NOVO ANGULO;4.0;8780;2195.0
8312308350;5 a 10 SM;PARQUE GARIEL;5.0;10938;2187.6
7431182511;5 a 10 SM;JARDIM SANTA CLARA DO LAGO;5.0;10925;2185.0
5683124905;5 a 10 SM;JARDIM SANTA FE;4.0;8721;2180.25
8634827836;5 a 10 SM;PARQUE HORTOLANDIA;4.0;8692;2173.0
8665338772;5 a 10 SM;VILA REAL CONTINUACAO;4.0;8672;2168.0
6603526999;5 a 10 SM;JARDIM SANTA CLARA DO LAGO 2;4.0;8652;2163.0
6888262456;5 a 10 SM;JARDIM MIRANTE DE SUMARE;4.0;8652;2163.0
8744421761;5 a 10 SM;JARDIM NOVA EUROPA;4.0;8652;2163.0
6961668607;5 a 10 SM;JARDIM SAO JORGE;4.0;8576;2144.0
7446317779;5 a 10 SM;NOVA HORTOLANDIA;4.0;8540;2135.0
8154511568;5 a 10 SM;JARDIM SANTA CLARA DO LAGO;4.0;8540;2135.0
8304792796;5 a 10 SM;REMANSO CAMPINEIRO;4.0;8508;2127.0
8398135387;5 a 10 SM;JARDIM AMANDA;4.0;8508;2127.0
4864900507;5 a 10 SM;NOVA HORTOLANDIA;4.0;8436;2109.0
8787020912;5 a 10 SM;JARDIM ADELAIDE;4.0;8404;2101.0
7827862195;5 a 10 SM;JARDIM AMANDA;4.0;8372;2093.0
6895718010;5 a 10 SM;VILA AMERICA;4.0;8368;2092.0
8463942865;5 a 10 SM;JARDIM SANTA CLARA DO LAGO;4.0;8364;2091.0
8008414685;5 a 10 SM;JARDIM AMANDA;4.0;8340;2085.0
8058445037;5 a 10 SM;JARDIM NOVA HORTOLANDIA;4.0;8308;2077.0
20214131521;5 a 10 SM;JARDIM NOSSA SENHORA DE FATIMA;4.0;8308;2077.0
6056404323;5 a 10 SM;JARDIM AMANDA;5.0;10380;2076.0
7951214744;5 a 10 SM;JARDIM ADELAIDE;4.0;8300;2075.0
5850566848;5 a 10 SM;PARQUE PERON;4.0;8284;2071.0
20129781185;5 a 10 SM;JARDIM NOVO ANGULO;4.0;8268;2067.0
7706447081;5 a 10 SM;JARDIM FIGUEIRAS 1;4.0;8264;2066.0
8231238719;5 a 10 SM;JARDIM DAS FIGUEIRAS I;4.0;8240;2060.0
5036130537;5 a 10 SM;JARDIM SANTA LUZIA;4.0;8204;2051.0
8168047290;5 a 10 SM;JARDIM NOVO ANGULO;4.0;8204;2051.0
8399398098;5 a 10 SM;JARDIM AMANDA;4.0;8200;2050.0
4898823319;5 a 10 SM;JARDIM SAO SEBASTIAO;4.0;8180;2045.0
6573411692;5 a 10 SM;JARDIM AMANDA;4.0;8104;2026.0
8114608510;5 a 10 SM;JARDIM INTERLAGOS;4.0;8096;2024.0
5165604926;5 a 10 SM;JARDIM CONCEICAO;4.0;8084;2021.0
4629529837;5 a 10 SM;VILA GUEDES;4.0;8080;2020.0
6394655600;5 a 10 SM;JARDIM BRASIL;4.0;8080;2020.0
8777508580;5 a 10 SM;RESIDENCIAL VECCON BURITI;4.0;8068;2017.0
7606538280;5 a 10 SM;PARQUE TERRAS DE SANTA MARIA;4.0;8048;2012.0
7737669523;5 a 10 SM;JARDIM EVEREST;4.0;8036;2009.0
7838762898;5 a 10 SM;PARQUE DO HORTO;4.0;8032;2008.0
5796639811;5 a 10 SM;JARDIM TERRAS DE SANTO ANTONIO;4.0;8024;2006.0
6325825292;5 a 10 SM;JARDIM AMANDA;4.0;8024;2006.0
6268047524;5 a 10 SM;JARDIM NOVA AMERICA;4.0;8016;2004.0
8566010981;5 a 10 SM;JARDIM CONCEICAO;4.0;7960;1990.0
7548033257;5 a 10 SM;JARDIM AMANDA;4.0;7956;1989.0
6253758314;5 a 10 SM;JARDIM SAO JORGE;4.0;7944;1986.0
7843254056;5 a 10 SM;JARDIM NOVA HORTOLANDIA;4.0;7944;1986.0
7965133172;5 a 10 SM;JARDIM CARMEM CRISTINA;4.0;7928;1982.0
5970426911;5 a 10 SM;JARDIM SAO JORGE;5.0;9905;1981.0
1437939260;5 a 10 SM;JARDIM MINDA;4.0;7920;1980.0
7940803166;5 a 10 SM;JARDIM NOVO CAMBUI;5.0;9870;1974.0
5429427985;5 a 10 SM;JARDIM SANTA ESMERALDA;4.0;7888;1972.0
7667990000;5 a 10 SM;JARDIM SAO SEBASTIAO;4.0;7868;1967.0
1232193887;5 a 10 SM;JARDIM NOVO ANGULO;5.0;9810;1962.0
5061659228;5 a 10 SM;JARDIM SAO JORGE;5.0;9796;1959.2
8387512885;5 a 10 SM;JARDIM INTERLAGOS;4.0;7820;1955.0
6063530380;5 a 10 SM;JARDIM FIGUEIRAS II;4.0;7812;1953.0
8116156349;5 a 10 SM;JARDIM AMANDA;4.0;7784;1946.0
8358343795;5 a 10 SM;JARDIM SANTA RITA DE CASSIA;4.0;7775;1943.75
4983262920;5 a 10 SM;JARDIM AMANDA 1;5.0;9655;1931.0
8481725315;5 a 10 SM;RESIDENCIAL VECCON BURITI;4.0;7716;1929.0
6415698664;5 a 10 SM;JARDIM NOVO ANGULO;4.0;7704;1926.0
6913255969;5 a 10 SM;JARDIM CONCEICAO;4.0;7688;1922.0
8412061985;5 a 10 SM;SANTA EMILIA;4.0;7684;1921.0
6945063380;5 a 10 SM;JARDIM SAO JORGE;4.0;7677;1919.25
8692456942;5 a 10 SM;JARDIM SANTA IZABEL;4.0;7676;1919.0
6391889317;5 a 10 SM;JARDIM CAMPOS VERDES;4.0;7674;1918.5
6349177576;5 a 10 SM;REMANSO CAMPINEIRO;4.0;7640;1910.0
2004235683;5 a 10 SM;PERON;4.0;7632;1908.0
2330913516;5 a 10 SM;PARQUE GABRIEL;4.0;7628;1907.0
7864920233;5 a 10 SM;JARDIM NOVO CAMBUI;4.0;7628;1907.0
8013536963;5 a 10 SM;JARDIM AMANDA;5.0;9495;1899.0
5871378862;5 a 10 SM;JARDIM AMANDA;4.0;7592;1898.0
4396048696;5 a 10 SM;JARDIM TERRAS DE SANTO ANTONIO;5.0;9355;1871.0
6735079558;5 a 10 SM;JARDIM SANTA RITA DE CASSIA;5.0;9355;1871.0
4441028253;5 a 10 SM;JARDIM NOSSA SENHORA DE FATIMA;5.0;9200;1840.0
7102002181;5 a 10 SM;JARDIM SANTA CLARA DO LAGO;5.0;8900;1780.0
1747791199;5 a 10 SM;JARDIM NOVO CAMBUI;6.0;10626;1771.0
8813644442;5 a 10 SM;VIA REAL;5.0;8850;1770.0
8184642407;5 a 10 SM;JARDIM DAS FIGUEIRAS;5.0;8815;1763.0
628567669;5 a 10 SM;JARDIM VILAGIO GHIRALDELLI;5.0;8805;1761.0
6604713377;5 a 10 SM;JARDIM SANTA CLARA DO LAGO;6.0;10563;1760.5
8783437177;5 a 10 SM;PARQUE SAO MIGUEL;5.0;8685;1737.0
8152188182;5 a 10 SM;VILA INEMA;5.0;8552;1710.4
8321781284;5 a 10 SM;JARDIM SANTA CLARA DO LAGO;5.0;8530;1706.0
8206909532;5 a 10 SM;JARDIM AMANDA;5.0;8510;1702.0
6381123893;5 a 10 SM;NOVA HORTOLANDIA;5.0;8500;1700.0
6572895319;5 a 10 SM;JARDIM AMANDA;5.0;8355;1671.0
4566770460;5 a 10 SM;VILA SAO FRANCISCO;5.0;8340;1668.0
7794279631;5 a 10 SM;JARDIM NOVA EUROPA;5.0;8300;1660.0
8795919007;5 a 10 SM;JARDIM AMANDA;5.0;8275;1655.0
5305185971;5 a 10 SM;JARDIM SAO SEBASTIAO;5.0;8260;1652.0
8424043332;5 a 10 SM;JARDIM NOSSA SENHORA AUXILIADORA;5.0;8230;1646.0
6385245713;5 a 10 SM;PARQUE DOS PINHEIROS;5.0;8195;1639.0
1869169220;5 a 10 SM;JARDIM SANTA RITA DE CASSIA;6.0;9744;1624.0
6764209588;5 a 10 SM;JARDIM SUMAREZINHO;5.0;8116;1623.2
7876821871;5 a 10 SM;CHACARA RECREIO ALVORADA;5.0;8045;1609.0
2362376834;5 a 10 SM;JARDIM BOA ESPERANCA;5.0;8000;1600.0
8783711414;5 a 10 SM;PARQUE OLIVIO FRANCESCHINI;5.0;8000;1600.0
7943659651;5 a 10 SM;NOVO ANGULO;5.0;7955;1591.0
8043726752;5 a 10 SM;JARDIM NOVA EUROPA;5.0;7905;1581.0
20162653883;5 a 10 SM;LOTEAMENTO ADVENTISTA CAMPINEIRO;5.0;7890;1578.0
3032360609;5 a 10 SM;JARDIM AMANDA;6.0;9380;1563.33
4982640254;5 a 10 SM;PARQUE RESIDENCIAL MARIA DE LOURDES;5.0;7765;1553.0
8565794911;5 a 10 SM;PARQUE SANTO ANDRE;5.0;7760;1552.0
5980355405;5 a 10 SM;JARDIM CARMEM CRISTINA;6.0;9295;1549.17
5821937370;5 a 10 SM;JARDIM MINDA;5.0;7740;1548.0
5705627165;5 a 10 SM;JARDIM AMANDA;5.0;7713;1542.6
1522332294;5 a 10 SM;JARDIM SANTA RITA DE CASSIA;5.0;7705;1541.0
8812260250;5 a 10 SM;JARDIM NOVA HORTOLANDIA;5.0;7645;1529.0
20010484590;5 a 10 SM;PARQUE DO HORTO;5.0;7630;1526.0
7947625069;5 a 10 SM;JARDIM TERRAS DE SANTO ANTONIO;5.0;7595;1519.0
4267745900;5 a 10 SM;JARDIM CAMPOS VERDES;6.0;9078;1513.0
2164410807;5 a 10 SM;JARDIM SAO SEBASTIAO;6.0;9060;1510.0
5429540528;5 a 10 SM;JARDIM AMANDA;6.0;8886;1481.0
2062684169;5 a 10 SM;JARDIM PRIMAVERA;6.0;8688;1448.0
5705745010;5 a 10 SM;JARDIM NOVA EUROPA;6.0;8040;1340.0
3706576244;5 a 10 SM;JARDIM AMANDA;6.0;7950;1325.0
1504238702;5 a 10 SM;JARDIM NOVO ANGULO;6.0;7908;1318.0
5828986686;5 a 10 SM;JARDIM NOVO ANGULO;7.0;9184;1312.0
6036518870;5 a 10 SM;NOVA HORTOLANDIA;7.0;8785;1255.0
4881128345;5 a 10 SM;CHACARAS ACARAI;9.0;10476;1164.0
529443368;5 a 10 SM;JARDIM AMANDA;8.0;8302;1037.75
20209127597;5 a 10 SM;CHACARAS DE RECREIO 2000;;9782;
8751416093;3 a 5 SM;JARDIM AUXILIADORA;1.0;7588;7588.0
8207844191;3 a 5 SM;JARDIM SAO BENTO;1.0;7236;7236.0
6007068340;3 a 5 SM;JARDIM AMANDA;1.0;7218;7218.0
8193478509;3 a 5 SM;PARQUE ORTOLANDIA;1.0;7128;7128.0
7223839597;3 a 5 SM;PARQUE GABRIEL;1.0;6973;6973.0
8315581724;3 a 5 SM;JARDIM NOVA HORTOLANDIA;1.0;6925;6925.0
8330554295;3 a 5 SM;JARDIM ROSOLEM;1.0;6826;6826.0
8738928442;3 a 5 SM;JARDIM SANTA CLARA DO LAGO;1.0;6705;6705.0
8772555980;3 a 5 SM;PARQUE ORTOLANDIA;1.0;6703;6703.0
6502441092;3 a 5 SM;JARDIM CARMEN CRISTINA;1.0;6695;6695.0
8063744110;3 a 5 SM;JARDIM SANTANA;1.0;6662;6662.0
7390851155;3 a 5 SM;JARDIM AMANDA;1.0;6648;6648.0
8743408451;3 a 5 SM;JARDIM ADELAIDE;1.0;6621;6621.0
8533264445;3 a 5 SM;JARDIM SANTA CLARA DO LAGO;1.0;6546;6546.0
8244662921;3 a 5 SM;VILA REAL;1.0;6524;6524.0
7054951247;3 a 5 SM;VILA INEMA;1.0;6491;6491.0
8232644249;3 a 5 SM;JARDIM SANTA CLARA DO LAGO;1.0;6414;6414.0
8354130630;3 a 5 SM;JARDIM SANTA ESMERALDA;1.0;6301;6301.0
7214146568;3 a 5 SM;RESIDENCIAL JOAO LUIZ;1.0;6237;6237.0
7855462007;3 a 5 SM;JARDIM SANTA IZABEL;1.0;6195;6195.0
5567700300;3 a 5 SM;JARDIM SANTA IZABEL;1.0;6142;6142.0
6567722398;3 a 5 SM;JARDIM CAMPOS VERDES;1.0;6108;6108.0
7246495495;3 a 5 SM;JARDIM BOA ESPERANCA;1.0;6104;6104.0
7304586010;3 a 5 SM;JARDIM GHIRALDELLI;1.0;5993;5993.0
8308062458;3 a 5 SM;PARQUE ODIMAR;1.0;5993;5993.0
8628414100;3 a 5 SM;JARDIM AMANDA 2;1.0;5989;5989.0
8637954049;3 a 5 SM;VILA REAL;1.0;5871;5871.0
5741718787;3 a 5 SM;JARDIM AMANDA;1.0;5741;5741.0
6891059917;3 a 5 SM;JARDIM SUMAREZINHO;1.0;5729;5729.0
6795480500;3 a 5 SM;JARDIM PRIMAVERA;1.0;5681;5681.0
6514033911;3 a 5 SM;JARDIM AMANDA I;1.0;5664;5664.0
7958527209;3 a 5 SM;JARDIM SANTA CLARA DO LAGO;1.0;5653;5653.0
7820807318;3 a 5 SM;JARDIM AMANDA;1.0;5631;5631.0
7997249125;3 a 5 SM;CHACARA FAZENDA COELHO;1.0;5599;5599.0
8489010536;3 a 5 SM;JARDIM AMANDA;1.0;5585;5585.0
6430987205;3 a 5 SM;JARDIM SANTA FE;1.0;5490;5490.0
8454826297;3 a 5 SM;JARDIM ALINE;1.0;5476;5476.0
7876570267;3 a 5 SM;JARDIM SAO BENTO;1.0;5457;5457.0
8383706324;3 a 5 SM;LOTEAMENTO JARDIM DAS FLORES;1.0;5422;5422.0
7866909849;3 a 5 SM;JARDIM NOSSA SENHORA AUXILIADORA;1.0;5421;5421.0
8095752053;3 a 5 SM;VILA SAO PEDRO;1.0;5401;5401.0
8471292505;3 a 5 SM;JARDIM NOVA HORTOLANDIA;1.0;5353;5353.0
5738506669;3 a 5 SM;JARDIM NOVA AMERICA;1.0;5341;5341.0
8485177762;3 a 5 SM;JARDIM SAO BENTO;1.0;5337;5337.0
8513554200;3 a 5 SM;JARDIM AMANDA;1.0;5298;5298.0
6745544423;3 a 5 SM;JARDIM NOSSA SENHORA DE FATIMA;1.0;5247;5247.0
6696185780;3 a 5 SM;VILA INEMA;1.0;5221;5221.0
8126692588;3 a 5 SM;JARDIM SANTA EMILIA;1.0;5212;5212.0
8670315572;3 a 5 SM;JARDIM AMANDA;1.0;5212;5212.0
8701782967;3 a 5 SM;JARDIM AMANDA;1.0;5205;5205.0
7611819038;3 a 5 SM;PARQUE DO HORTO;1.0;5200;5200.0
7977064537;3 a 5 SM;JARDIM AMANDA 2;1.0;5189;5189.0
8307962820;3 a 5 SM;JARDIM SANTA CLARA DO LAGO;1.0;5179;5179.0
8174510052;3 a 5 SM;JARDIM SAO JORGE;1.0;5151;5151.0
8577270106;3 a 5 SM;PARQUE RESIDENCIAL MARIA DE LOURDES;1.0;5120;5120.0
8352656686;3 a 5 SM;JARDIM AMANDA;1.0;5114;5114.0
7374830912;3 a 5 SM;PARQUE SAO MIGUEL;1.0;5028;5028.0
6644607470;3 a 5 SM;JARDIM INTERLAGOS;1.0;4965;4965.0
7955934903;3 a 5 SM;JARDIM AMANDA;1.0;4942;4942.0
5659385680;3 a 5 SM;REMANSO CAMPINEIRO;1.0;4929;4929.0
4237375706;3 a 5 SM;JARDIM CONCEICAO;1.0;4928;4928.0
8365975084;3 a 5 SM;JARDIM INTERLAGOS;1.0;4897;4897.0
7199836228;3 a 5 SM;JARDIM NOVO ANGULO;1.0;4892;4892.0
8496714268;3 a 5 SM;JARDIM SAO SEBASTIAO;1.0;4885;4885.0
4689631204;3 a 5 SM;JARDIM SANTA AMELIA;1.0;4876;4876.0
7794107504;3 a 5 SM;JARDIM AMANDA;1.0;4858;4858.0
4909224220;3 a 5 SM;JARDIM ADELAIDE;1.0;4857;4857.0
4080091877;3 a 5 SM;REMANSO CAMPINEIRO;1.0;4845;4845.0
7931109635;3 a 5 SM;JARDIM SAO BENTO;1.0;4817;4817.0
8746376437;3 a 5 SM;JARDIM NOVA EUROPA;1.0;4770;4770.0
6719688901;3 a 5 SM;JARDIM NOSSA SENHORA DE FATIMA;1.0;4730;4730.0
8778826659;3 a 5 SM;JARDIM NOVA HORTOLANDIA;1.0;4729;4729.0
7397449336;3 a 5 SM;JARDIM NOVA ALVORADA;1.0;4682;4682.0
7895979930;3 a 5 SM;VILA INEMA;1.0;4675;4675.0
7818095330;3 a 5 SM;PARQUE GABRIEL;1.0;4661;4661.0
8703777014;3 a 5 SM;JARDIM ROSOLEM;1.0;4655;4655.0
8652179395;3 a 5 SM;JARDIM SANTA CLARAO LAGO I;1.0;4628;4628.0
7817570027;3 a 5 SM;JARDIM MALTA;1.0;4555;4555.0
7034729255;3 a 5 SM;JARDIM MIRANTE DE SUMARE;1.0;4554;4554.0
8607834568;3 a 5 SM;JARDIM AMANDA;1.0;4554;4554.0
7128751904;3 a 5 SM;JARDIM ADELAIDE;2.0;7586;3793.0
1816399205;3 a 5 SM;JARDIM SANTA CLARA DO LAGO;2.0;7548;3774.0
8387205109;3 a 5 SM;REMANSO CAMPINEIRO;2.0;7536;3768.0
5246419002;3 a 5 SM;JARDIM CAMPOS VERDES;2.0;7518;3759.0
7738104716;3 a 5 SM;JARDIM AMANDA;2.0;7504;3752.0
8689729836;3 a 5 SM;JARDIM AMANDA II;2.0;7490;3745.0
8362299916;3 a 5 SM;JARDIM NOSSA SENHORA DE FATIMA;2.0;7476;3738.0
6089634530;3 a 5 SM;PARQUE GABRIEL;2.0;7464;3732.0
6123053507;3 a 5 SM;JARDIM NOVA AMERICA;2.0;7458;3729.0
8467825618;3 a 5 SM;JARDIM DAS FIGUEIRAS I;2.0;7434;3717.0
8506017890;3 a 5 SM;PARQUE GABRIEL;2.0;7428;3714.0
7434433060;3 a 5 SM;JARDIM AMANDA;2.0;7422;3711.0
8588866501;3 a 5 SM;JARDIM SANTA ESMERALDA;2.0;7420;3710.0
8510641595;3 a 5 SM;PARQUE ODIMAR;2.0;7414;3707.0
7846790293;3 a 5 SM;JARDIM AMANDA 2;2.0;7360;3680.0
5496793084;3 a 5 SM;JARDIM CAMPOS VERDES;2.0;7324;3662.0
4367948536;3 a 5 SM;JARDIM SANTA ESMERALDA;2.0;7288;3644.0
20194075907;3 a 5 SM;JARDIM SANTA CLARA DO LAGO II;2.0;7270;3635.0
6378790310;3 a 5 SM;JARDIM SAO BENTO;2.0;7268;3634.0
7937085169;3 a 5 SM;VILA REAL CONTINUACAO;2.0;7244;3622.0
6942838276;3 a 5 SM;JARDIM SAO SEBASTIAO;2.0;7242;3621.0
7733882060;3 a 5 SM;JARDIM NOSSA SENHORA DE FATIMA;2.0;7242;3621.0
8545398913;3 a 5 SM;JARDIM AMANDA;2.0;7242;3621.0
8817398802;3 a 5 SM;JARDIM DAS FLORES;2.0;7180;3590.0
4050419939;3 a 5 SM;JARDIM NOVO ANGULO;2.0;7150;3575.0
8447338495;3 a 5 SM;JARDIM AMANDA;2.0;7126;3563.0
4156381862;3 a 5 SM;JARDIM AMANDA;2.0;7124;3562.0
7317090638;3 a 5 SM;JARDIM SAO BENTO;2.0;7122;3561.0
5500871170;3 a 5 SM;JARDIM NOSSA SENHORA DE FATIMA;2.0;7120;3560.0
7911726272;3 a 5 SM;NOVA AMERICA;2.0;7090;3545.0
20107827395;3 a 5 SM;JARDIM ADELAIDE;2.0;7076;3538.0
8637187013;3 a 5 SM;JARDIM AMANDA;2.0;7070;3535.0
5283701620;3 a 5 SM;JARDIM CARMEM CRISTINA;2.0;7068;3534.0
6894673977;3 a 5 SM;JARDIM AMANDA;2.0;7056;3528.0
5067309563;3 a 5 SM;JARDIM AMANDA;2.0;7050;3525.0
8555957109;3 a 5 SM;JARDIM MINDA;2.0;7020;3510.0
8376771906;3 a 5 SM;JARDIM AMANDA 2;2.0;6998;3499.0
4477543190;3 a 5 SM;REMANSO CAMPINEIRO;2.0;6996;3498.0
8460444635;3 a 5 SM;JARDIM SUMAREZINHO;2.0;6996;3498.0
8206056890;3 a 5 SM;JARDIM DO BOSQUE;2.0;6986;3493.0
305469665;3 a 5 SM;JARDIM NOSSA SENHORA AUXILIADORA;2.0;6978;3489.0
7902842788;3 a 5 SM;NOVO ANGULO;2.0;6964;3482.0
8041651224;3 a 5 SM;JARDIM BOA ESPERANCA;2.0;6956;3478.0
20191100161;3 a 5 SM;JARDIM SANTA IZABEL;2.0;6956;3478.0
6192472238;3 a 5 SM;NOVA HORTOLANDIA;2.0;6920;3460.0
8193722264;3 a 5 SM;PARQUE ORTOLANDIA;2.0;6912;3456.0
6961594735;3 a 5 SM;JARDIM SAO JORGE;2.0;6910;3455.0
8211275864;3 a 5 SM;JARDIM AMANDA;2.0;6876;3438.0
6052085304;3 a 5 SM;VILA INEMA;2.0;6868;3434.0
7086779830;3 a 5 SM;RESIDENCIAL JOAO LUIZ;2.0;6856;3428.0
20138897808;3 a 5 SM;VILA REAL;2.0;6836;3418.0
7931007204;3 a 5 SM;JARDIM AMANDA;2.0;6830;3415.0
7955946073;3 a 5 SM;JARDIM AMANDA;2.0;6814;3407.0
6963001090;3 a 5 SM;JARDIM AMANDA;2.0;6810;3405.0
8508296312;3 a 5 SM;JARDIM PRIMAVERA;2.0;6808;3404.0
7627930740;3 a 5 SM;JARDIM SANTA FE;2.0;6794;3397.0
2382725249;3 a 5 SM;JARDIM SAO BENTO;2.0;6784;3392.0
5152952483;3 a 5 SM;JARDIM AMANDA;2.0;6770;3385.0
8391662306;3 a 5 SM;JARDIM AMANDA;2.0;6768;3384.0
7597124171;3 a 5 SM;JARDIM AMANDA;2.0;6746;3373.0
4475818486;3 a 5 SM;JARDIM NOSSA SENHORA DA PENHA;2.0;6742;3371.0
8501297020;3 a 5 SM;PARQUE DOS PINHEIROS;2.0;6710;3355.0
8631338940;3 a 5 SM;JARDIM NOVA EUROPA;2.0;6710;3355.0
6027083115;3 a 5 SM;JARDIM ADELAIDE;2.0;6696;3348.0
8455369159;3 a 5 SM;RECAANTO DO SOL;2.0;6692;3346.0
8403076169;3 a 5 SM;JARDIM NOVA HORTOLANDIA;2.0;6684;3342.0
8745169942;3 a 5 SM;JARDIM AMANDA;2.0;6666;3333.0
7947337004;3 a 5 SM;JARDIM AMANDA;2.0;6656;3328.0
20032961588;3 a 5 SM;PARQUE DOS PINHEIROS;2.0;6656;3328.0
7892768793;3 a 5 SM;PARQUE GABRIEL;2.0;6652;3326.0
8437459400;3 a 5 SM;JARDIM AMANDA 2;2.0;6632;3316.0
8351425583;3 a 5 SM;PARQUE DOS PINHEIROS;2.0;6628;3314.0
7078443802;3 a 5 SM;JARDIM ALINE;2.0;6618;3309.0
7935482500;3 a 5 SM;JARDIM AMANDA;2.0;6618;3309.0
7376237216;3 a 5 SM;JARDIM AMANDA;2.0;6616;3308.0
8137595287;3 a 5 SM;PARQUE ORTOLANDIA;2.0;6614;3307.0
8562057100;3 a 5 SM;PARQUE DOS PINHEIRO;2.0;6612;3306.0
8808131807;3 a 5 SM;JARDIM AMANDA 2;2.0;6612;3306.0
20194163288;3 a 5 SM;JARDIM AMANDA II;2.0;6606;3303.0
8514027204;3 a 5 SM;JARDIM SANTA EMILIA;2.0;6596;3298.0
8499763324;3 a 5 SM;JARDIM INTERLAGOS;2.0;6586;3293.0
4789062503;3 a 5 SM;JARDIM AMANDA;2.0;6582;3291.0
6355844929;3 a 5 SM;REMANSO CAMPINEIRO;2.0;6582;3291.0
4395156533;3 a 5 SM;JARDIM ADELAIDE;2.0;6572;3286.0
8673501210;3 a 5 SM;JARDIM SANTANA;2.0;6570;3285.0
8295158287;3 a 5 SM;JARDIM FLAMBOYANT;2.0;6568;3284.0
8735908998;3 a 5 SM;JARDIM CAMPOS VERDES;2.0;6562;3281.0
8626776535;3 a 5 SM;JARDIM TERRAS DE SANTO ANTONIO;2.0;6560;3280.0
8811014867;3 a 5 SM;JARDIM SANTA CLARA DO LAGO;2.0;6560;3280.0
7317662615;3 a 5 SM;PARQUE SAO MIGUEL;2.0;6550;3275.0
8317699471;3 a 5 SM;JARDIM AMANDA;2.0;6550;3275.0
6653671127;3 a 5 SM;JARDIM NOSSA SENHORA DE FATIMA;2.0;6548;3274.0
8312219250;3 a 5 SM;PARQUE ORESTES ONGARO;2.0;6548;3274.0
8014542045;3 a 5 SM;JARDIM AMANDA;2.0;6546;3273.0
6882304904;3 a 5 SM;VILA REAL SANTISTA;2.0;6544;3272.0
7338639302;3 a 5 SM;JARDIM NOSSA SENHORA DE FATIMA;2.0;6542;3271.0
7376101152;3 a 5 SM;JARDIM AMANDA;2.0;6526;3263.0
8656576291;3 a 5 SM;PARQUE DOS PINHEIROS;2.0;6518;3259.0
7695937398;3 a 5 SM;JARDIM NOSSA SENHORA AUXILIADORA;2.0;6516;3258.0
8052454050;3 a 5 SM;JARDIM NOSSA SENHORA DE FATIMA;2.0;6462;3231.0
7934165820;3 a 5 SM;CHACARA REYMAR;2.0;6452;3226.0
7868220589;3 a 5 SM;PARQUE SAO MIGUEL;2.0;6446;3223.0
7783771211;3 a 5 SM;JARDIM EVEREST;2.0;6440;3220.0
20028645430;3 a 5 SM;VILA DA CONQUISTA;2.0;6432;3216.0
7149525598;3 a 5 SM;JARDIM SUMARESINHO;2.0;6424;3212.0
7876777015;3 a 5 SM;JARDIM SAO BENTO;2.0;6420;3210.0
7336589898;3 a 5 SM;JARDIM SUMAREZINHO;2.0;6408;3204.0
8605361573;3 a 5 SM;JARDIM NOSSA SENHORA DE FATIMA;2.0;6398;3199.0
20210517573;3 a 5 SM;JARDIM SAO SEBASTIAO;2.0;6396;3198.0
