cod_familiar;faixa_renda;loteamento;qtd_pessoas;renda_total_declarada;renda_per_capita
20209698829;5 a 10 SM;VILA REAL;2.0;9198;4599.0
7516588121;5 a 10 SM;JARDIM NOVA ALVORADA;2.0;9076;4538.0
20117821985;5 a 10 SM;JARDIM SAO JORGE;2.0;9074;4537.0
8012903687;5 a 10 SM;JARDIM SANTA ESMERALDA;3.0;13572;4524.0
5030829610;5 a 10 SM;JARDIM AMANDA;2.0;8956;4478.0
20093878800;5 a 10 SM;JARDIM AMANDA II;2.0;8950;4475.0
5957008028;5 a 10 SM;JARDIM NOSSA SENHORA AUXILIADORA;2.0;8910;4455.0
7886299302;5 a 10 SM;PARQUE SAO MIGUEL;2.0;8852;4426.0
6953931701;5 a 10 SM;JARDIM AMANDA;2.0;8806;4403.0
7851472768;5 a 10 SM;JARDIM NOVA AMERICA;2.0;8770;4385.0
5087512844;5 a 10 SM;REMANSO CAMPINEIRO;2.0;8758;4379.0
8042437862;5 a 10 SM;JARDIM NOVA EUROPA;2.0;8720;4360.0
5210377008;5 a 10 SM;VILA SAO FRANCISCO;3.0;12852;4284.0
8360290628;5 a 10 SM;JARDIM AMANDA;3.0;12840;4280.0
6653570959;5 a 10 SM;JARDIM ROSOLEM;2.0;8522;4261.0
5521976450;5 a 10 SM;SAO SEBASTIAO;2.0;8510;4255.0
7931869869;5 a 10 SM;JARDIM SANTA CLARA DO LAGO;2.0;8470;4235.0
8071229555;5 a 10 SM;VILA INEMA;2.0;8406;4203.0
20250393522;5 a 10 SM;JARDIM VILLAGIO GHIRALDELLI;2.0;8400;4200.0
8115814970;5 a 10 SM;JARDIM SANTA ESMERALDA;2.0;8398;4199.0
8006890382;5 a 10 SM;PARQUE MARIA DE LOURDES;3.0;12573;4191.0
6911191718;5 a 10 SM;JARDIM SAO SEBASTIAO;2.0;8366;4183.0
8273482740;5 a 10 SM;JARDIM SAO SEBASTIAO;3.0;12507;4169.0
7945735681;5 a 10 SM;NOVO ANGULO;2.0;8324;4162.0
5746741280;5 a 10 SM;JARDIM SAO SEBASTIAO;2.0;8319;4159.5
8266512167;5 a 10 SM;PARQUE ORTOLANDIA;3.0;12432;4144.0
6376812740;5 a 10 SM;PARQUE MARIA DE LOURDES;3.0;12402;4134.0
20024179701;5 a 10 SM;JARDIM CAMPOS VERDES;3.0;12357;4119.0
2511159686;5 a 10 SM;PARQUE SANTO ANDRE;3.0;12335;4111.67
7818794697;5 a 10 SM;RESIDENCIAL JOAO LUIZ;3.0;12267;4089.0
8250475798;5 a 10 SM;JARDIM SANTA IZABEL;2.0;8174;4087.0
8165887599;5 a 10 SM;JARDIM AMANDA;2.0;8158;4079.0
8051078357;5 a 10 SM;JARDIM SANTA RITA DE CASSIA;3.0;12228;4076.0
8538956868;5 a 10 SM;JARDIM LARANJEIRAS;2.0;8142;4071.0
7780425533;5 a 10 SM;PARQUE ORTOLANDIA;2.0;8120;4060.0
7059908188;5 a 10 SM;JARDIM AMANDA;2.0;8072;4036.0
8452693133;5 a 10 SM;VILA SAO FRANCISCO;3.0;12096;4032.0
20189434309;5 a 10 SM;JARDIM DO LAGO;2.0;8062;4031.0
4466069018;5 a 10 SM;JARDIM NOVO ESTRELA;2.0;8046;4023.0
8041160166;5 a 10 SM;CHACARAS ASSAY;2.0;7996;3998.0
20218370415;5 a 10 SM;JARDIM ROSOLEM;2.0;7986;3993.0
6963177376;5 a 10 SM;JARDIM AMANDA;2.0;7978;3989.0
7951465151;5 a 10 SM;JARDIM SANTA CLARA DO LAGO;3.0;11946;3982.0
5954473170;5 a 10 SM;PARQUE RESIDENCIAL MARIA DE LOURDES;2.0;7940;3970.0
20004720288;5 a 10 SM;JARDIM SAO JORGE;3.0;11889;3963.0
6313139909;5 a 10 SM;JARDIM CAMPOS VERDES;2.0;7914;3957.0
7790220411;5 a 10 SM;JARDIM DO LAGO;2.0;7906;3953.0
20008329036;5 a 10 SM;VILA AMERICA;2.0;7882;3941.0
8671869504;5 a 10 SM;JARDIM NOSSA SENHORA AUXILIADORA;2.0;7854;3927.0
6016486418;5 a 10 SM;PARQUE BELLAVILLE;2.0;7848;3924.0
8217216908;5 a 10 SM;JARDIM ADELAIDE;3.0;11769;3923.0
8782275556;5 a 10 SM;JARDIM AUXILIADORA;3.0;11739;3913.0
8174079106;5 a 10 SM;JARDIM NOVA HORTOLANDIA;3.0;11709;3903.0
7968160936;5 a 10 SM;JARDIM ADELAIDE;2.0;7774;3887.0
8016207839;5 a 10 SM;JARDIM AMANDA;2.0;7724;3862.0
8571186502;5 a 10 SM;JARDIM MALTA;2.0;7716;3858.0
8760497653;5 a 10 SM;VILA SAO PEDRO;3.0;11571;3857.0
20083750991;5 a 10 SM;NUCLEO SANTA ISABEL;2.0;7714;3857.0
4972286296;5 a 10 SM;JARDIM AMANDA;2.0;7672;3836.0
8695991199;5 a 10 SM;JARDIM SANTA CLARA DO LAGO;2.0;7664;3832.0
7206221742;5 a 10 SM;JARDIM AMANDA;2.0;7632;3816.0
8339199625;5 a 10 SM;VILA INEMA;2.0;7630;3815.0
8033759054;5 a 10 SM;JARDIM AUXILIADORA;2.0;7620;3810.0
8778741408;5 a 10 SM;JARDIM NOVA AMERICA;3.0;11409;3803.0
8023529609;5 a 10 SM;PARQUE SANTO ANDRE;2.0;7591;3795.5
5568857083;5 a 10 SM;JARDIM SAO SEBASTIAO;3.0;11271;3757.0
7223499397;5 a 10 SM;JARDIM NOSSA SENHORA DA PENHA;4.0;15024;3756.0
6257969344;5 a 10 SM;JARDIM AUXILIADORA;3.0;11241;3747.0
8104047701;5 a 10 SM;RESIDENCIAL JOAO LUIZ;3.0;11211;3737.0
4408186139;5 a 10 SM;PARQUE GABRIEL;3.0;11118;3706.0
6422036361;5 a 10 SM;RESIDENCIAL JOAO LUIZ;3.0;10935;3645.0
8799892200;5 a 10 SM;JARDIM NOSSA SENHORA DE FATIMA;4.0;14548;3637.0
8394264450;5 a 10 SM;PARQUE ODIMAR;3.0;10869;3623.0
5454506168;5 a 10 SM;JARDIM AMANDA;3.0;10746;3582.0
8145590345;5 a 10 SM;VILLA FLORA;4.0;14248;3562.0
7239046699;5 a 10 SM;JARDIM ADELAIDE;4.0;14116;3529.0
2445709652;5 a 10 SM;VILA REAL SANTISTA;3.0;10470;3490.0
7991545636;5 a 10 SM;RESIDENCIAL JOAO LUIZ;4.0;13920;3480.0
20211268380;5 a 10 SM;JARDIM CAMPOS VERDES;3.0;10410;3470.0
7856962453;5 a 10 SM;JARDIM SAO BENTO;3.0;10407;3469.0
8174580344;5 a 10 SM;RESIDENCIAL JOAO LUIZ;4.0;13844;3461.0
7719664663;5 a 10 SM;JARDIM AMANDA;3.0;10365;3455.0
7691116969;5 a 10 SM;JARDIM AMANDA;4.0;13712;3428.0
6090613304;5 a 10 SM;JARDIM PRIMAVERA;3.0;10266;3422.0
7839443737;5 a 10 SM;JARDIM SANTA CLARA DO LAGO;3.0;10239;3413.0
7318935909;5 a 10 SM;VILA SAO FRANCISCO;4.0;13572;3393.0
6347111306;5 a 10 SM;JARDIM CAMPOS VERDES;3.0;10137;3379.0
7526051198;5 a 10 SM;JARDIM ADELAIDE;3.0;10116;3372.0
6325331290;5 a 10 SM;JARDIM SANTA CLARA DO LAGO;4.0;13476;3369.0
3996799284;5 a 10 SM;JARDIM AMANDA;3.0;10080;3360.0
6646649464;5 a 10 SM;JARDIM AMANDA II;3.0;10041;3347.0
7765383906;5 a 10 SM;JARDIM NOSSA SENHORA AUXILILIADORA;4.0;13360;3340.0
7119011987;5 a 10 SM;REMANSO CAMPINEIRO;3.0;10011;3337.0
7769309077;5 a 10 SM;JARDIM SAO SEBASTIAO;3.0;10011;3337.0
7375829012;5 a 10 SM;JARDIM NOSSA SENHORA AUXILIADORA;3.0;9963;3321.0
20254442900;5 a 10 SM;JARDIM NOSSA SENHORA DE FATIMA;3.0;9951;3317.0
8755453198;5 a 10 SM;PARQUE ORTOLANDIA;4.0;13092;3273.0
6649328863;5 a 10 SM;JARDIM NOVA EUROPA;3.0;9798;3266.0
7223825294;5 a 10 SM;JARDIM TERRAS DE SANTO ANTONIO;3.0;9789;3263.0
8756023472;5 a 10 SM;JARDIM CAMPOS VERDES;3.0;9765;3255.0
7996618054;5 a 10 SM;JARDIM CAMPOS VERDES;4.0;13008;3252.0
4909486690;5 a 10 SM;JARDIM AMANDA;4.0;12992;3248.0
8458554763;5 a 10 SM;JADIM DAS FIGUEIRAS;4.0;12988;3247.0
4721454872;5 a 10 SM;JARDIM EVERESTI;4.0;12984;3246.0
7073357959;5 a 10 SM;JARDIM AMANDA;4.0;12940;3235.0
7184969570;5 a 10 SM;JARDIM AMANDA;3.0;9597;3199.0
6946412001;5 a 10 SM;JARDIM AMANDA;3.0;9576;3192.0
8106128369;5 a 10 SM;LOTEAMENTO NOVA ALVORADA;4.0;12724;3181.0
8634589129;5 a 10 SM;VILA REAL CONTINUACAO;3.0;9537;3179.0
6519507911;5 a 10 SM;JARDIM SAO SEBASTIAO;3.0;9534;3178.0
7908590098;5 a 10 SM;JARDIM NOVA AMERICA;3.0;9501;3167.0
8623235410;5 a 10 SM;VILA REAL;3.0;9477;3159.0
7098763861;5 a 10 SM;JARDIM SANTANA;3.0;9432;3144.0
8214134811;5 a 10 SM;JARDIM SANTA IZABEL;3.0;9432;3144.0
8537562793;5 a 10 SM;PARQUE DOS PINHEIROS;3.0;9432;3144.0
8338984779;5 a 10 SM;RECANTO DO SOL;3.0;9405;3135.0
4573287205;5 a 10 SM;JARDIM AMANDA;3.0;9384;3128.0
8399149624;5 a 10 SM;JARDIM AMANDA 2;3.0;9330;3110.0
8104999087;5 a 10 SM;JARDIM GHIRALDELLI;4.0;12384;3096.0
8416462798;5 a 10 SM;JARDIM AMANDA 1;3.0;9267;3089.0
8049936880;5 a 10 SM;NOVO ANGULO;4.0;12344;3086.0
6362288866;5 a 10 SM;CHACARAS ASSAY;4.0;12324;3081.0
5709250538;5 a 10 SM;VILA SAO FRANCISCO;4.0;12272;3068.0
6441936895;5 a 10 SM;JARDIM NOVA HORTOLANDIA;3.0;9180;3060.0
7211247045;5 a 10 SM;JARDIM NOSSA SENHORA DE FATIMA;3.0;9147;3049.0
8073220245;5 a 10 SM;JARDIM SAO BENTO;4.0;11984;2996.0
8353288648;5 a 10 SM;RESIDENCIAL JOAO LUIZ;4.0;11980;2995.0
6695797692;5 a 10 SM;JARDIM SAO SEBASTIAO;4.0;11936;2984.0
8251703387;5 a 10 SM;JARDIM CAMPOS VERDES;5.0;14885;2977.0
7894525103;5 a 10 SM;JARDIM SANTA CLARA DO LAGO;3.0;8883;2961.0
8566195078;5 a 10 SM;JARDIM SAO CAMILO;3.0;8874;2958.0
7787416564;5 a 10 SM;JARDIM SUMAREZINHO;3.0;8846;2948.67
7678654995;5 a 10 SM;JARDIM DO LAGO;4.0;11756;2939.0
20021809461;5 a 10 SM;JARDIM AMANDA II;3.0;8778;2926.0
8760157631;5 a 10 SM;JARDIM SANTA CLARA DO LAGO;3.0;8751;2917.0
7263840545;5 a 10 SM;RESIDENCIAL JOAO LUIZ;3.0;8736;2912.0
7996474893;5 a 10 SM;PARQUE SANTO ANDRE;3.0;8721;2907.0
20220505411;5 a 10 SM;JARDIM SANTA CLARA DO LAGO II;3.0;8712;2904.0
7239475549;5 a 10 SM;JARDIM CAMPOS VERDES;3.0;8691;2897.0
20122742265;5 a 10 SM;JARDIM SANTA IZABEL;3.0;8679;2893.0
