cod_familiar;loteamento;qtd_pessoas;renda_per_capita;score_vulnerab;D1_renda;D2_analfab;D3_idoso_desprot;D4_pcd_sem_apoio;D5_crianca_0_6;meses_desatual;cadastro_vencido_2anos
4998300326;JARDIM ADELAIDE;4.0;0.0;2;1;0;0;0;1;2;0
5021063529;JARDIM NOVA HORTOLANDIA;4.0;0.0;2;1;0;0;0;1;23;0
5022053187;JARDIM AMANDA II;4.0;0.0;2;1;0;0;0;1;1;0
5025456401;JARDIM AMANDA 2;4.0;0.0;2;1;0;0;0;1;16;0
5044137324;PARQUE PERON;4.0;0.0;2;1;0;0;0;1;5;0
5056395137;NOVA HORTOLANDIA;4.0;0.0;2;1;0;0;0;1;5;0
5069294504;JARDIM NOVA EUROPA;4.0;0.0;2;1;0;0;0;1;8;0
5072774147;JARDIM BOA VISTA;4.0;0.0;2;1;0;0;0;1;4;0
5080213086;JARDIM NOVO ANGULO;4.0;0.0;2;1;0;0;0;1;6;0
5091178058;VILA REAL;4.0;0.0;2;1;0;0;0;1;5;0
5106006708;JARDIM AMANDA 1;4.0;0.0;2;1;0;0;0;1;21;0
5127982226;VILA DA CONQUISTA;4.0;0.0;2;1;0;0;0;1;7;0
5142959299;JARDIM NOSSA SENHORA AUXILIADORA;4.0;0.0;2;1;0;0;0;1;20;0
5150857076;JARDIM NOVA HORTOLANDIA I;4.0;0.0;2;1;0;0;0;1;4;0
5157117213;JARDIM DAS FLORES;4.0;0.0;2;1;0;0;0;1;9;0
5165603954;JARDIM CONCEICAO;4.0;0.0;2;1;0;0;0;1;5;0
5177776069;JARDIM NOSSA SENHORA AUXILIADORA;4.0;0.0;2;1;0;0;0;1;7;0
5182936451;JARDIM AMANDA;4.0;0.0;2;1;1;0;0;0;4;0
5218357472;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;11;0
5226962797;CHACARA GROTA AZUL;4.0;0.0;2;1;0;0;0;1;19;0
5229882379;VILA IPE;4.0;0.0;2;1;0;0;0;1;4;0
5245008351;JARDIM MONTE SINAI;4.0;0.0;2;1;0;0;0;1;7;0
5249457215;JARDIM MONTE SINAI;4.0;0.0;2;1;0;0;0;1;10;0
5292331503;JARDIM SUMAREZINHO;4.0;0.0;2;1;0;0;0;1;11;0
5297721083;JARDIM AMANDA;4.0;0.0;2;1;0;0;1;0;5;0
5330728592;JARDIM BOA ESPERANCA;4.0;0.0;2;1;0;0;0;1;8;0
5330860431;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;4;0
5395294198;JARDIM CONCEICAO;4.0;0.0;2;1;0;0;0;1;20;0
5395896759;JARDIM MINDA;4.0;0.0;2;1;0;0;0;1;4;0
5398531786;JARDIM DAS FLORES;4.0;0.0;2;1;1;0;0;0;21;0
5416467100;JARDIM ADELAIDE;4.0;0.0;2;1;0;0;0;1;7;0
5432831198;JARDIM AMANDA 2;4.0;0.0;2;1;0;0;0;1;6;0
5470173089;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;4;0
5477808349;CHACARA REYMAR;4.0;0.0;2;1;0;0;0;1;9;0
5515600290;NOVO ANGULO;4.0;0.0;2;1;0;0;0;1;20;0
5532798664;JARDIM ADELAIDE;4.0;0.0;2;1;0;0;0;1;10;0
5575928012;JARDIM SANTA RITA DE CASSIA;4.0;0.0;2;1;0;0;0;1;1;0
5595019603;JARDIM AMANDA II;4.0;0.0;2;1;0;0;0;1;4;0
5600328974;JARDIM BOA ESPERANCA;4.0;0.0;2;1;0;0;0;1;2;0
5638609873;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;2;0
5642002716;NOVO ANGULO;4.0;0.0;2;1;0;0;0;1;12;0
5643533456;JARDIM AMANDA;4.0;0.0;2;1;1;0;0;0;15;0
5667132257;JARDIM SANTIAGO;4.0;0.0;2;1;0;0;0;1;10;0
5689811386;JARDIM TERRAS DE SANTO ANTONIO;4.0;0.0;2;1;0;0;0;1;17;0
5696640559;SANTA EMILIA;4.0;0.0;2;1;0;0;0;1;15;0
5699496610;JARDIM SANTA RITA DE CASSIA;4.0;0.0;2;1;0;0;0;1;22;0
5711336142;PARQUE DO HORTO;4.0;0.0;2;1;0;0;0;1;10;0
5737342913;SANTA EMILIA;4.0;0.0;2;1;0;0;0;1;5;0
5758893730;JARDIM SAO PEDRO;4.0;0.0;2;1;0;0;0;1;4;0
5765132103;JARDIM RICARDO;4.0;0.0;2;1;0;0;0;1;3;0
5780196206;PARQUE PERON;4.0;0.0;2;1;0;0;0;1;2;0
5793856552;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;4;0
5796258346;JARDIM NOVA HORTOLANDIA I;4.0;0.0;2;1;0;0;0;1;6;0
5801882723;JARDIM ADELAIDE;4.0;0.0;2;1;0;0;0;1;10;0
5803852562;JARDIM BOA VISTA;4.0;0.0;2;1;0;0;1;0;1;0
5818555070;JARDIM NOVA HORTOLANDIA;4.0;0.0;2;1;0;0;0;1;8;0
5846923151;JARDIM NOSSA SENHORA DE FATIMA;4.0;0.0;2;1;0;0;0;1;18;0
5858952798;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;3;0
5881160681;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;22;0
5936758940;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;5;0
5939917100;JARDIM VILLAGIO GHIRALDELLI;4.0;0.0;2;1;0;0;0;1;1;0
6021474414;VILA INEMA;4.0;0.0;2;1;0;0;0;1;5;0
6050790809;JARDIM NOVA AMERICA;4.0;0.0;2;1;0;0;0;1;21;0
6080433389;JARDIM CARMEN CRISTINA;4.0;0.0;2;1;0;0;0;1;4;0
6087289933;JARDIM NOSSA SENHORA DE FATIMA;4.0;0.0;2;1;0;0;0;1;16;0
6181368949;PARQUE PERON;4.0;0.0;2;1;0;0;0;1;10;0
6241317776;VILA SAO PEDRO;4.0;0.0;2;1;0;0;1;0;17;0
6247083734;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;3;0
6263509139;JARDIM NOSSA SENHORA DE FATIMA;4.0;0.0;2;1;0;0;0;1;3;0
6277202774;JARDIM MONTE SINAI;4.0;0.0;2;1;0;0;0;1;1;0
6327018700;JARDIM MINDA;4.0;0.0;2;1;0;0;0;1;2;0
6330289913;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;13;0
6337451112;JARDIM MONTE SINAI;4.0;0.0;2;1;0;0;0;1;16;0
6354386749;JARDIM RESIDENCIAL FIRENZE;4.0;0.0;2;1;0;0;0;1;10;0
6361119033;JARDIM SAO SEBASTIAO;4.0;0.0;2;1;0;0;0;1;13;0
6367342508;JARDIM NOSSA SENHORA DE FATIMA;4.0;0.0;2;1;0;0;0;1;18;0
6376484395;JARDIM GHIRALDELLI;4.0;0.0;2;1;0;0;0;1;12;0
6417997057;JARDIM NOVA HORTOLANDIA;4.0;0.0;2;1;0;0;0;1;2;0
6428385937;JARDIM PRIMAVERA;4.0;0.0;2;1;0;0;0;1;3;0
6432132606;RES FURLAN;4.0;0.0;2;1;0;0;0;1;5;0
6440466860;JARDIM MINDA;4.0;0.0;2;1;0;0;0;1;14;0
6536490533;JARDIM NOVA HORTOLANDIA II;4.0;0.0;2;1;0;0;0;1;1;0
6555023511;JARDIM ADELAIDE;4.0;0.0;2;1;0;0;0;1;3;0
6582692160;JARDIM NOVO ESTRELA 2;4.0;0.0;2;1;0;0;0;1;21;0
6592195061;JARDIM GIRASSOL;4.0;0.0;2;1;0;0;0;1;14;0
6604155269;PARQUE TERRAS DE SANTA MARIA;4.0;0.0;2;1;0;0;0;1;4;0
6604245098;JARDIM NOVO ANGULO;4.0;0.0;2;1;0;0;1;0;15;0
6617521196;JARDIM NOVA AMERICA;4.0;0.0;2;1;0;0;0;1;8;0
6627637774;RESIDENCIAL RECANTO DO SOL;4.0;0.0;2;1;0;0;0;1;16;0
6681406408;SAO CAMILO;4.0;0.0;2;1;0;0;0;1;15;0
6686874876;RESIDENCIAL ANAUA;4.0;0.0;2;1;0;0;0;1;6;0
6716729674;VILA REAL;4.0;0.0;2;1;0;0;0;1;5;0
6717923423;VILA REAL CONTINUACAO;4.0;0.0;2;1;1;0;0;0;12;0
6731479080;JARDIM PRIMAVERA;4.0;0.0;2;1;0;0;0;1;18;0
6743249190;VILA GUEDES;4.0;0.0;2;1;0;0;0;1;3;0
6755437891;JARDIM SANTIAGO;4.0;0.0;2;1;0;0;0;1;17;0
6784114175;JARDIM SAO PEDRO;4.0;0.0;2;1;0;0;0;1;0;0
6802972271;JARDIM SANTA AMELIA;4.0;0.0;2;1;0;0;0;1;18;0
6816303105;JARDIM NOVA EUROPA;4.0;0.0;2;1;0;0;0;1;3;0
6825150359;PARQUE PERON;4.0;0.0;2;1;0;0;0;1;3;0
6867551971;JARDIM AMANDA 2;4.0;0.0;2;1;0;0;0;1;0;0
6911275229;MONTE SINAI;4.0;0.0;2;1;0;0;0;1;18;0
6931468006;JARDIM BOA ESPERANCA;4.0;0.0;2;1;0;0;0;1;2;0
6957860671;JARDIM CONCEICAO;4.0;0.0;2;1;0;0;0;1;0;0
6973430066;JARDIM AMANDA II;4.0;0.0;2;1;0;0;0;1;2;0
7061780762;JARDIM NOVA AMERICA;4.0;0.0;2;1;0;0;0;1;19;0
7092505763;VILA GUEDES;4.0;0.0;2;1;0;0;0;1;20;0
7123689810;JARDIM ADELAIDE;4.0;0.0;2;1;0;0;0;1;12;0
7134567443;JARDIM ADELAIDE;4.0;0.0;2;1;0;0;0;1;4;0
7148386080;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;13;0
7272234377;JARDIM NOVO ANGULO;4.0;0.0;2;1;1;0;0;0;9;0
7279527574;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;14;0
7293389167;JARDIM PRIMAVERA;4.0;0.0;2;1;0;0;0;1;10;0
7304847263;JARDIM NOVO ANGULO;4.0;0.0;2;1;0;0;0;1;6;0
7357805522;VILA INEMA;4.0;0.0;2;1;0;0;0;1;15;0
7376975985;JARDIM ADELAIDE;4.0;0.0;2;1;0;0;0;1;6;0
7480717415;NOVA EUROPA;4.0;0.0;2;1;0;0;1;0;8;0
7501056668;JARDIM SAO SEBASTIAO;4.0;0.0;2;1;0;0;0;1;23;0
7526276513;JARDIM AMANDA 2;4.0;0.0;2;1;0;0;0;1;10;0
7527293730;VILA INEMA;4.0;0.0;2;1;0;0;0;1;19;0
7543436779;MONTEI SINAI;4.0;0.0;2;1;0;0;0;1;20;0
7564669209;JARDIM MIRANTE DE SUMARE;4.0;0.0;2;1;0;0;0;1;18;0
7565652199;VILA REAL CONTINUACAO;4.0;0.0;2;1;0;0;0;1;7;0
7566055208;JARDIM SAO SEBASTIAO;4.0;0.0;2;1;0;0;0;1;5;0
7650396568;CHACARAS FAZENDA COELHO;4.0;0.0;2;1;0;0;0;1;1;0
7685011484;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;7;0
7719315570;JARDIM DO LAGO;4.0;0.0;2;1;0;0;0;1;17;0
7729530821;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;20;0
7732835018;JARDIM AMANDA;4.0;0.0;2;1;0;1;0;0;13;0
7765856308;JARDIM NOVO ANGULO;4.0;0.0;2;1;0;0;0;1;14;0
7767715663;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;3;0
7781611373;JARDIM DO LAGO;4.0;0.0;2;1;0;0;0;1;12;0
7792558444;RESIDENCIAL ANAUA;4.0;0.0;2;1;0;0;0;1;7;0
7795978932;JARDIM MIRANTE DE SUMARE;4.0;0.0;2;1;0;0;0;1;22;0
7816376782;JARDIM PRIMAVERA;4.0;0.0;2;1;0;0;0;1;4;0
7835829789;JARDIM SANTA RITA DE CASSIA;4.0;0.0;2;1;0;0;0;1;22;0
7860083930;JARDIM CAMPOS VERDES;4.0;0.0;2;1;0;0;0;1;6;0
7870689343;RESIDENCIAL ANAUA;4.0;0.0;2;1;0;0;0;1;3;0
7936108505;JARDIM SAO CAMILO;4.0;0.0;2;1;0;0;0;1;3;0
7940311611;JD MALTA;4.0;0.0;2;1;0;0;0;1;7;0
7973983686;VILA GUEDES;4.0;0.0;2;1;0;0;0;1;6;0
8006812748;CONJUNTO HABITACIONAL JARDIM PRIMAVERA;4.0;0.0;2;1;0;0;0;1;4;0
8010201405;RESIDENCIAL RECANTO DO SOL;4.0;0.0;2;1;0;0;0;1;5;0
8018106045;REMANSO CAMPINEIRO;4.0;0.0;2;1;0;0;0;1;18;0
8056357181;JARDIM RESIDENCIAL VECCON;4.0;0.0;2;1;0;0;0;1;18;0
8104909274;JARDIM NOSSA SENHORA AUXILIADORA;4.0;0.0;2;1;0;0;0;1;16;0
8132504712;JARDIM NOVA AMERICA;4.0;0.0;2;1;0;0;0;1;21;0
8139884545;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;2;0
8160260253;JARDIM MONTE SINAI;4.0;0.0;2;1;0;0;0;1;14;0
8174283056;JARDIM NOVA AMERICA;4.0;0.0;2;1;0;0;0;1;3;0
8175727080;JARDIM NOVA AMERICA;4.0;0.0;2;1;0;0;0;1;3;0
8193283830;JARDIM BOA ESPERANCA;4.0;0.0;2;1;0;0;0;1;8;0
8200931498;JARDIM MONTE SINAI;4.0;0.0;2;1;0;0;0;1;20;0
8255809864;JARDIM AMANDA 2;4.0;0.0;2;1;0;1;0;0;5;0
8256419180;JARDIM SAO JORGE;4.0;0.0;2;1;0;0;0;1;1;0
8268667001;JARDIM NOVA HORTOLANDIA;4.0;0.0;2;1;0;0;0;1;12;0
8293294124;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;22;0
8393497345;JARDIM NOVA EUROPA;4.0;0.0;2;1;0;0;0;1;19;0
8407834696;JARDIM AMANDA 2;4.0;0.0;2;1;0;0;0;1;12;0
8425769400;JARDIM NOVA AMERICA;4.0;0.0;2;1;0;0;0;1;18;0
8442746587;JARDIM AMANDA;4.0;0.0;2;1;0;1;0;0;11;0
8447877108;JARDIM SANTIAGO;4.0;0.0;2;1;0;0;0;1;16;0
8449104491;SANTA EMILIA;4.0;0.0;2;1;0;0;0;1;2;0
8488705069;SANTA ESMERALDA;4.0;0.0;2;1;0;0;0;1;17;0
8496197859;JARDIM NOVO CAMBUI;4.0;0.0;2;1;0;0;0;1;1;0
8502554140;SANTA EMILIA;4.0;0.0;2;1;0;0;0;1;17;0
8502925652;JARDIM MALTA;4.0;0.0;2;1;0;0;0;1;17;0
8512607564;PARQUE DO HORTO;4.0;0.0;2;1;0;0;0;1;6;0
8589528820;JARDIM NOVO ANGULO;4.0;0.0;2;1;0;0;0;1;15;0
8592497604;JARDIM AMANDA;4.0;0.0;2;1;0;0;0;1;7;0
8631048941;JARDIM NOSSA SENHORA DE FATIMA;4.0;0.0;2;1;0;0;0;1;14;0
8652824983;JARDIM SANTA CLARA DO LAGO;4.0;0.0;2;1;0;0;0;1;7;0
8685257581;JARDIM AMANDA II;4.0;0.0;2;1;0;0;0;1;13;0
8805709468;JARDIM SANTO ANTONIO;4.0;0.0;2;1;0;0;0;1;5;0
8806140809;JARDIM SAO PEDRO;4.0;0.0;2;1;0;0;0;1;10;0
8824795714;JARDIM AMANDA 2;4.0;0.0;2;1;0;0;0;1;4;0
20001989880;JARDIM TERRAS DE SANTO ANTONIO;4.0;0.0;2;1;0;0;0;1;8;0
20075411571;VILA SAO PEDRO;4.0;0.0;2;1;0;0;0;1;8;0
20080753701;JARDIM NOVA AMERICA;4.0;0.0;2;1;0;0;0;1;4;0
20106194631;JARDIM NOVO ANGULO;4.0;0.0;2;1;0;0;0;1;2;0
20152850406;JARDIM AMANDA II;4.0;0.0;2;1;0;0;0;1;5;0
20175753997;JARDIM SAO FELIPE;4.0;0.0;2;1;0;0;0;1;5;0
20183643321;VILA REAL CONTINUACAO;4.0;0.0;2;1;0;0;0;1;5;0
20184911486;VILA SAO PEDRO;4.0;0.0;2;1;0;0;0;1;4;0
20205990746;JARDIM NOSSA SENHORA DE FATIMA;4.0;0.0;2;1;0;0;0;1;4;0
20223350583;VILA REAL;4.0;0.0;2;1;0;0;0;1;3;0
20233280634;VILA INEMA;4.0;0.0;2;1;0;0;0;1;3;0
20244981329;PARQUE RESIDENCIAL MARIA DE LOURDES;4.0;0.0;2;1;1;0;0;0;3;0
20259480770;JARDIM NOSSA SENHORA DA PENHA;4.0;0.0;2;1;0;0;0;1;0;0
20273645285;JARDIM AMANDA I;4.0;0.0;2;1;0;0;0;1;2;0
20281137668;JARDIM SUMAREZINHO;4.0;0.0;2;1;0;0;0;1;2;0
20292482159;JARDIM SANTA CLARA DO LAGO II;4.0;0.0;2;1;0;0;0;1;1;0
20296597899;JARDIM NOVO ANGULO;4.0;0.0;2;1;0;0;0;1;1;0
20327577886;JARDIM DAS LARANJEIRAS;4.0;0.0;2;1;0;0;0;1;0;0
20329434179;JARDIM ADELAIDE;4.0;0.0;2;1;0;0;0;1;0;0
20333967038;JARDIM AMANDA II;4.0;0.0;2;1;0;0;0;1;0;0
47959118;JARDIM RESIDENCIAL FIRENZE;3.0;0.0;2;1;1;0;0;0;15;0
138184739;JARDIM NOVA HORTOLANDIA;3.0;0.0;2;1;0;0;0;1;6;0
344463389;JARDIM AMANDA;3.0;0.0;2;1;1;0;0;0;15;0
513672893;JARDIM BOA ESPERANCA;3.0;0.0;2;1;0;1;0;0;3;0
529437120;JARDIM AMANDA;3.0;0.0;2;1;1;0;0;0;10;0
686372760;JARDIM SUMAREZINHO;3.0;0.0;2;1;0;1;0;0;9;0
1209188899;JARDIM MONTE SINAI;3.0;0.0;2;1;1;0;0;0;8;0
1290443424;JARDIM ESTEFANIA;3.0;0.0;2;1;0;0;0;1;4;0
1335024735;JARDIM AMANDA;3.0;0.0;2;1;1;0;0;0;1;0
1371716501;VILA SAO PEDRO;3.0;0.0;2;1;0;0;0;1;3;0
1393998283;VILA SAO PEDRO;3.0;0.0;2;1;0;0;0;1;17;0
1405675500;JARDIM NOSSA SENHORA DE LOURDES;3.0;0.0;2;1;0;0;1;0;10;0
1414865899;JARDIM AMANDA;3.0;0.0;2;1;1;0;0;0;18;0
1440399239;CHACARAS FAZENDA COELHO;3.0;0.0;2;1;0;0;0;1;11;0
1485950732;JARDIM SAO JORGE;3.0;0.0;2;1;1;0;0;0;16;0
1490065512;JARDIM BOA ESPERANCA;3.0;0.0;2;1;1;0;0;0;17;0
1510176977;JARDIM NOVA EUROPA;3.0;0.0;2;1;1;0;0;0;10;0
1640418857;JARDIM MONTE SINAI;3.0;0.0;2;1;1;0;0;0;0;0
1643194682;JARDIM SANTA RITA DE CASSIA;3.0;0.0;2;1;0;0;0;1;8;0
1657579069;JARDIM NOVA HORTOLANDIA;3.0;0.0;2;1;0;0;0;1;7;0
1719606455;PARQUE ORESTE ONGARO;3.0;0.0;2;1;0;0;0;1;7;0
1786444127;JARDIM AMANDA;3.0;0.0;2;1;0;0;0;1;15;0
1793995940;JARDIM NOVO HORIZONTE;3.0;0.0;2;1;1;0;0;0;7;0
1818989344;PARAISO NOVO ANGULO;3.0;0.0;2;1;1;0;0;0;3;0
1856004929;JARDIM AMANDA;3.0;0.0;2;1;1;0;0;0;11;0
1869170903;JARDIM BOA ESPERANCA;3.0;0.0;2;1;1;0;0;0;10;0
1873415753;JARDIM AMANDA;3.0;0.0;2;1;0;0;1;0;1;0
1890498203;JARDIM BOA ESPERANCA;3.0;0.0;2;1;0;0;1;0;2;0
1890499528;JARDIM BOA ESPERANCA;3.0;0.0;2;1;0;0;0;1;14;0
1899551808;JARDIM AMANDA;3.0;0.0;2;1;1;0;0;0;22;0
1919310045;JARDIM BOA ESPERANCA;3.0;0.0;2;1;0;0;0;1;5;0
1953008747;JARDIM AMANDA I;3.0;0.0;2;1;0;0;0;1;1;0
1961956160;JARDIM SANTA CLARA DO LAGO II;3.0;0.0;2;1;1;0;0;0;8;0
1969274719;JARDIM SUMAREZINHO;3.0;0.0;2;1;0;0;0;1;10;0
2030719803;JARDIM SANTIAGO;3.0;0.0;2;1;1;0;0;0;13;0
2059934435;JARDIM BOA ESPERANCA;3.0;0.0;2;1;0;0;0;1;17;0
2069372960;JARDIM NOVA HORTOLANDIA;3.0;0.0;2;1;1;0;0;0;0;0
2132010897;JARDIM AMANDA;3.0;0.0;2;1;0;0;0;1;5;0
2153768039;JARDIM SAO BENTO;3.0;0.0;2;1;1;0;0;0;8;0
2171638745;JARDIM NOVO ANGULO;3.0;0.0;2;1;1;0;0;0;7;0
2250568103;RESIDENCIAL JOAO LUIZ;3.0;0.0;2;1;0;0;0;1;2;0
2269423330;JARDIM NOSSA SENHORA AUXILIADORA;3.0;0.0;2;1;0;1;0;0;1;0
2308561955;JARDIM NOVA AMERICA;3.0;0.0;2;1;0;0;0;1;4;0
2335896946;JARDIM NOVA EUROPA;3.0;0.0;2;1;0;1;0;0;13;0
2352447321;VILA DA CONQUISTA;3.0;0.0;2;1;0;0;0;1;3;0
2352456908;JARDIM PRIMAVERA;3.0;0.0;2;1;1;0;0;0;20;0
2355165467;JARDIM NOSSA SENHORA AUXILIHADORA;3.0;0.0;2;1;0;0;0;1;18;0
2384548867;JARDIM SANTA CLARA DO LAGO I;3.0;0.0;2;1;1;0;0;0;17;0
2406621138;JARDIM IMINDA;3.0;0.0;2;1;1;0;0;0;7;0
2408576237;JARDIM AMANDA;3.0;0.0;2;1;1;0;0;0;8;0
2464291277;PARQUE SAO MIGUEL;3.0;0.0;2;1;1;0;0;0;15;0
2492770427;JARDIM NOVO ESTRELA;3.0;0.0;2;1;1;0;0;0;17;0
2531746943;PARQUE ORTOLANDIA;3.0;0.0;2;1;0;1;0;0;2;0
2561875920;JARDIM CARMEM CRISTINA;3.0;0.0;2;1;0;0;0;1;11;0
2584661381;JARDIM NOSSA SENHORA AUXILIADORA;3.0;0.0;2;1;0;0;0;1;13;0
2590474733;JARDIM AMANDA;3.0;0.0;2;1;0;0;1;0;14;0
2606470630;JARDIM BRASIL;3.0;0.0;2;1;1;0;0;0;2;0
2657803814;JARDIM BOA ESPERANCA;3.0;0.0;2;1;0;0;0;1;13;0
2687797677;JARDIM SAO BENTO;3.0;0.0;2;1;1;0;0;0;7;0
2709677024;JARDIM NOSSA SENHORA AUXILIADORA;3.0;0.0;2;1;0;0;0;1;2;0
2725911060;JARDIM AMANDA;3.0;0.0;2;1;0;0;0;1;4;0
2735744000;PARQUE ORESTES ONGARO;3.0;0.0;2;1;0;0;0;1;14;0
2739199546;JARDIM DAS FLORES;3.0;0.0;2;1;0;0;0;1;11;0
3071834918;JARDIM AMANDA;3.0;0.0;2;1;1;0;0;0;12;0
3081147280;JARDIM PRIMAVERA;3.0;0.0;2;1;0;0;0;1;14;0
3092147189;JARDIM NOVA EUROPA;3.0;0.0;2;1;0;0;0;1;6;0
3096516626;VILA GUEDES;3.0;0.0;2;1;1;0;0;0;3;0
3106318902;JARDIM AMANDA 2;3.0;0.0;2;1;0;0;0;1;14;0
3187086390;JARDIM AMANDA;3.0;0.0;2;1;1;0;0;0;0;0
3219017207;RESIDENCIAL MARIA DE LOURDES;3.0;0.0;2;1;0;0;0;1;15;0
3299611950;JARDIM NOVA AMERICA;3.0;0.0;2;1;0;0;0;1;5;0
3325020232;JARDIM AMANDA 1;3.0;0.0;2;1;0;0;0;1;19;0
3361765382;JARDIM NOVO ESTRELA;3.0;0.0;2;1;1;0;0;0;4;0
3412074977;JARDIM NOVA EUROPA;3.0;0.0;2;1;0;0;0;1;6;0
3435714123;JARDIM NOVA HORTOLANDIA;3.0;0.0;2;1;0;0;0;1;10;0
3464807010;PARQUE DOS PINHEIROS;3.0;0.0;2;1;0;0;0;1;15;0
3478074886;JARDIM NOVA EUROPA;3.0;0.0;2;1;0;0;0;1;18;0
3511179700;JARDIM NOVO ANGULO;3.0;0.0;2;1;0;0;0;1;13;0
3547068703;JARDIM AMANDA;3.0;0.0;2;1;0;0;0;1;2;0
3616073189;JARDIM AMANDA;3.0;0.0;2;1;0;0;0;1;21;0
3620073570;JARDIM SANTIAGO;3.0;0.0;2;1;0;0;0;1;14;0
3711547311;JARDIM AMANDA;3.0;0.0;2;1;0;0;0;1;17;0
3714598006;RESIDENCIAL ANAUA;3.0;0.0;2;1;1;0;0;0;5;0
3784695418;JARDIM AMANDA 2;3.0;0.0;2;1;0;0;0;1;14;0
3801241491;JARDIM NOSSA SENHORA AUXIADORA;3.0;0.0;2;1;0;0;0;1;16;0
3818212260;JARDIM AMANDA;3.0;0.0;2;1;0;0;0;1;16;0
3825423204;JARDIM ADELAIDE;3.0;0.0;2;1;0;0;0;1;10;0
3837134806;NOVO ANGULO;3.0;0.0;2;1;0;0;0;1;4;0
3837389979;JARDIM ADELAIDE;3.0;0.0;2;1;0;0;0;1;1;0
3838232933;JARDIM NOVO ANGULO;3.0;0.0;2;1;0;0;0;1;11;0
3849838200;PARQUE DO HORTO;3.0;0.0;2;1;0;0;0;1;4;0
3876800714;JARDIM ADELAIDE;3.0;0.0;2;1;0;0;0;1;5;0
3883675636;JARDIM DAS FLORES;3.0;0.0;2;1;0;0;0;1;7;0
3916060007;JARDIM RICARDO;3.0;0.0;2;1;0;1;0;0;3;0
3921945208;JARDIM SAO SEBASTIAO;3.0;0.0;2;1;0;0;0;1;23;0
3932050703;PARQUE DOS PINHEIROS;3.0;0.0;2;1;0;0;0;1;4;0
4001786729;JARDIM NOVA EUROPA;3.0;0.0;2;1;1;0;0;0;16;0
4009855002;JARDIM NOSSA SENHORA AUXIADORA;3.0;0.0;2;1;0;0;0;1;19;0
4030740022;JARDIM SUMAREZINHO;3.0;0.0;2;1;0;0;0;1;12;0
4040079370;JARDIM AMANDA II;3.0;0.0;2;1;0;0;0;1;2;0
4061903136;JARDIM NOVA EUROPA;3.0;0.0;2;1;1;0;0;0;3;0
4064248104;PARQUE ORESTE ONGARO;3.0;0.0;2;1;1;0;0;0;6;0
4070905766;JARDIM AMANDA 1;3.0;0.0;2;1;0;0;0;1;14;0
4113498130;VILA REAL;3.0;0.0;2;1;1;0;0;0;2;0
4121408888;JARDIM AMANDA 2;3.0;0.0;2;1;0;0;0;1;4;0
4140664720;JARDIM NOVA EUROPA;3.0;0.0;2;1;0;0;1;0;10;0
4151250816;JARDIM AMANDA 2;3.0;0.0;2;1;0;1;0;0;7;0
4166068903;JARDIM MINDA;3.0;0.0;2;1;0;0;0;1;17;0
4183846579;PARQUE TERRAS DE SANTA MARIA;3.0;0.0;2;1;0;0;0;1;3;0
4214842170;JARDIM AMANDA 1;3.0;0.0;2;1;0;0;0;1;22;0
4233788720;VILA SAO PEDRO;3.0;0.0;2;1;0;0;1;0;1;0
4235660675;JARDIM NOVO ANGULO;3.0;0.0;2;1;0;0;0;1;2;0
4242564953;JARDIM AMANDA I;3.0;0.0;2;1;0;0;0;1;21;0
4245939800;JARDIM ADELAIDE;3.0;0.0;2;1;0;0;0;1;4;0
4245949350;JARDIM ROSOLEN;3.0;0.0;2;1;0;0;0;1;9;0
4265018106;NOVO ANGULO;3.0;0.0;2;1;1;0;0;0;3;0
4313284397;JARDIM MONTE SINAI;3.0;0.0;2;1;0;0;0;1;2;0
4329686791;RECANTO DA SOL;3.0;0.0;2;1;0;0;0;1;13;0
4337495630;JARDIM NOVA HORTOLANDIA;3.0;0.0;2;1;0;0;0;1;14;0
4344405153;VILA INEMA;3.0;0.0;2;1;0;0;0;1;9;0
4348692602;JARDIM AMANDA;3.0;0.0;2;1;0;0;0;1;11;0
4354414775;PARQUE DO HORTO;3.0;0.0;2;1;0;0;1;0;2;0
4357126592;JARDIM AMANDA;3.0;0.0;2;1;0;0;0;1;5;0
4376239046;JD NOVA AMERICA;3.0;0.0;2;1;0;0;1;0;5;0
4390028189;JARDIM BOA ESPERANCA;3.0;0.0;2;1;1;0;0;0;19;0
