periodo,total_eventos,eventos_negativos,eventos_positivos,eventos_por_loteamento,eventos_por_dimensao,observacao_sintese
2026-03,34,26,8,Jd. Conceicao: 4 | Jd. Amanda: 3 | Parque Santo Andre: 2,CH:14 | RT:7 | IU:6 | MULTI:5 | GOV:2,Concentracao de eventos CH no Jd. Conceicao com presenca simultanea de violencia domestica e vulnerabilidade juvenil; IU elevado reflete pressao urbana estrutural; primeiro registro institucional positivo via Selo FNAS sinaliza capacidade de resposta da rede
